step,epoch,train/loss,valid/loss
263,65,0.17708410322666168,
263,65,,0.17564460635185242
265,66,0.2170000970363617,
267,66,0.16805194318294525,
267,66,,0.16543550789356232
269,67,0.16725285351276398,
271,67,0.16408561170101166,
271,67,,0.1546107977628708
273,68,0.1589353233575821,
275,68,0.1815704107284546,
275,68,,0.19196151196956635
277,69,0.1606254279613495,
279,69,0.28805238008499146,
279,69,,0.20339089632034302
281,70,0.15182538330554962,
283,70,0.13830573856830597,
283,70,,0.26168277859687805
285,71,0.3149491846561432,
287,71,0.13732805848121643,
287,71,,0.1518469601869583
289,72,0.1459973156452179,
291,72,0.13899610936641693,
291,72,,0.13275884091854095
293,73,0.13121818006038666,
295,73,0.14382965862751007,
295,73,,0.12488475441932678
297,74,0.12330733239650726,
299,74,0.14822320640087128,
299,74,,0.11923215538263321
301,75,0.11900949478149414,
303,75,0.13285529613494873,
303,75,,0.1207636296749115
305,76,0.12103210389614105,
307,76,0.11758854240179062,
307,76,,0.12339043617248535
309,77,0.1222795844078064,
311,77,0.11063991487026215,
311,77,,0.125269815325737
313,78,0.1254149079322815,
315,78,0.10806712508201599,
315,78,,0.1271379590034485
317,79,0.1270333081483841,
319,79,0.10455569624900818,
319,79,,0.12637215852737427
321,80,0.1260438859462738,
323,80,0.09855818003416061,
323,80,,0.12259569764137268
325,81,0.12128128856420517,
327,81,0.09883660823106766,
327,81,,0.1151597797870636
329,82,0.11104314774274826,
331,82,0.09658399224281311,
331,82,,0.10799894481897354
333,83,0.10476677119731903,
335,83,0.09429319947957993,
335,83,,0.1027371883392334
337,84,0.10054142028093338,
339,84,0.09004399180412292,
339,84,,0.09923060238361359
341,85,0.09746209532022476,
343,85,0.08902817219495773,
343,85,,0.09626149386167526
345,86,0.0952143743634224,
347,86,0.09189583361148834,
347,86,,0.09328744560480118
349,87,0.09117709845304489,
351,87,0.09092305600643158,
351,87,,0.09053757786750793
353,88,0.08955302834510803,
355,88,0.08927838504314423,
355,88,,0.08797857165336609
357,89,0.08678033202886581,
359,89,0.08430860191583633,
359,89,,0.08572853356599808
361,90,0.08458578586578369,
363,90,0.08686965703964233,
363,90,,0.08354637771844864
365,91,0.08289239555597305,
367,91,0.0850028321146965,
367,91,,0.08172791451215744
369,92,0.08147116750478745,
371,92,0.08107265084981918,
371,92,,0.08018799871206284
373,93,0.0796230211853981,
375,93,0.0793403834104538,
375,93,,0.07877478748559952
377,94,0.07753702253103256,
379,94,0.07474172115325928,
379,94,,0.07707375288009644
381,95,0.07597917318344116,
383,95,0.0777897834777832,
383,95,,0.07537022233009338
385,96,0.07604938000440598,
387,96,0.07282336801290512,
387,96,,0.07392731308937073
389,97,0.07256035506725311,
391,97,0.07032869011163712,
391,97,,0.072601318359375
393,98,0.07178223878145218,
395,98,0.0682881623506546,
395,98,,0.07111282646656036
397,99,0.07027055323123932,
399,99,0.06646265089511871,
399,99,,0.0695626512169838
401,100,0.06861848384141922,
403,100,0.0670710951089859,
403,100,,0.06788042187690735
405,101,0.06676749140024185,
407,101,0.06773783266544342,
407,101,,0.06580928713083267
409,102,0.06423010677099228,
411,102,0.06355567276477814,
411,102,,0.06343662738800049
413,103,0.06235590577125549,
415,103,0.062126051634550095,
415,103,,0.060983046889305115
417,104,0.06002404913306236,
419,104,0.06459001451730728,
419,104,,0.058311864733695984
421,105,0.05781019106507301,
423,105,0.05983131751418114,
423,105,,0.05573464557528496
425,106,0.05428862199187279,
427,106,0.06280142813920975,
427,106,,0.053683534264564514
429,107,0.052116941660642624,
431,107,0.06226418912410736,
431,107,,0.0518355518579483
433,108,0.05003524571657181,
435,108,0.05974115431308746,
435,108,,0.04979381710290909
437,109,0.04908594861626625,
439,109,0.05884433910250664,
439,109,,0.047296375036239624
