epoch,step,valid/loss,train/loss
0,3,1.1800647974014282,
1,7,1.177131175994873,
2,11,1.1742099523544312,
3,15,1.171301007270813,
4,19,1.1684050559997559,
5,23,1.1655218601226807,
6,27,1.1626511812210083,
7,31,1.1597929000854492,
8,35,1.1569474935531616,
9,39,1.1541146039962769,
10,43,1.1512947082519531,
11,47,1.1484874486923218,
12,51,1.1456927061080933,
13,55,1.1429107189178467,
14,59,1.1401416063308716,
15,63,1.1373845338821411,
16,67,1.1346396207809448,
17,71,1.1319068670272827,
18,75,1.1291862726211548,
19,79,1.1264777183532715,
20,83,1.1237812042236328,
21,87,1.1210976839065552,
22,91,1.1184265613555908,
23,95,1.115767240524292,
24,99,,1.1303822994232178
24,99,1.1131190061569214,
25,103,1.1104824542999268,
26,107,1.10785710811615,
27,111,1.1052427291870117,
28,115,1.10263991355896,
29,119,1.1000479459762573,
30,123,1.0974671840667725,
31,127,1.0948975086212158,
32,131,1.0923388004302979,
33,135,1.08979070186615,
34,139,1.0872533321380615,
35,143,1.0847269296646118,
36,147,1.0822111368179321,
37,151,1.0797063112258911,
38,155,1.077211856842041,
39,159,1.0747277736663818,
40,163,1.0722538232803345,
41,167,1.069790005683899,
42,171,1.0673362016677856,
43,175,1.0648916959762573,
44,179,1.062456727027893,
45,183,1.0600311756134033,
46,187,1.0576151609420776,
47,191,1.0552095174789429,
48,195,1.05281400680542,
49,199,,1.0129320621490479
49,199,1.0504268407821655,
50,203,1.048048496246338,
51,207,1.0456793308258057,
52,211,1.0433191061019897,
53,215,1.040967345237732,
54,219,1.03862464427948,
55,223,1.0362910032272339,
56,227,1.0339664220809937,
57,231,1.0316499471664429,
58,235,1.0293408632278442,
59,239,1.0270400047302246,
60,243,1.0247479677200317,
61,247,1.0224639177322388,
62,251,1.0201877355575562,
63,255,1.017918348312378,
64,259,1.01565682888031,
65,263,1.0134029388427734,
66,267,1.0111560821533203,
67,271,1.008915901184082,
68,275,1.006683349609375,
69,279,1.0044574737548828,
70,283,1.0022385120391846,
71,287,1.0000253915786743,
72,291,0.9978190660476685,
73,295,0.9956188797950745,
74,299,,1.0065052509307861
74,299,0.9934253096580505,
75,303,0.9912381172180176,
76,307,0.9890566468238831,
77,311,0.9868805408477783,
78,315,0.9847089648246765,
79,319,0.9825427532196045,
80,323,0.9803817272186279,
81,327,0.9782262444496155,
82,331,0.9760763049125671,
83,335,0.973930835723877,
84,339,0.9717897772789001,
85,343,0.9696537256240845,
86,347,0.9675222635269165,
87,351,0.965394914150238,
88,355,0.9632719159126282,
89,359,0.9611526727676392,
90,363,0.9590373039245605,
91,367,0.9569252133369446,
92,371,0.9548165798187256,
93,375,0.9527116417884827,
94,379,0.9506106376647949,
95,383,0.9485126733779907,
96,387,0.9464175701141357,
97,391,0.9443250894546509,
98,395,0.9422361254692078,
99,399,,0.9666861891746521
99,399,0.9401493668556213,
100,403,0.9380656480789185,
101,407,0.9359849691390991,
102,411,0.9339069128036499,
103,415,0.9318305253982544,
104,419,0.9297558069229126,
105,423,0.9276835918426514,
106,427,0.9256131052970886,
107,431,0.9235451221466064,
108,435,0.9214789867401123,
109,439,0.9194148778915405,
110,443,0.9173529148101807,
111,447,0.9152923822402954,
112,451,0.9132339358329773,
113,455,0.9111775755882263,
114,459,0.9091235399246216,
115,463,0.907071053981781,
116,467,0.9050204753875732,
117,471,0.9029704928398132,
118,475,0.9009218811988831,
119,479,0.8988749980926514,
120,483,0.8968288898468018,
121,487,0.8947843909263611,
122,491,0.8927412629127502,
123,495,0.890699565410614,
124,499,,0.9014804363250732
124,499,0.8886595368385315,
125,503,0.8866211175918579,
126,507,0.8845834136009216,
127,511,0.8825473785400391,
128,515,0.8805124163627625,
129,519,0.8784787654876709,
130,523,0.8764464855194092,
131,527,0.8744154572486877,
132,531,0.8723863363265991,
133,535,0.8703591823577881,
134,539,0.8683337569236755,
135,543,0.8663093447685242,
136,547,0.864286482334137,
137,551,0.8622641563415527,
138,555,0.860243022441864,
139,559,0.8582231998443604,
140,563,0.8562048077583313,
141,567,0.8541882038116455,
142,571,0.8521734476089478,
143,575,0.8501604199409485,
144,579,0.8481478095054626,
145,583,0.8461361527442932,
146,587,0.8441261053085327,
147,591,0.8421189188957214,
148,595,0.8401128649711609,
149,599,,0.8516579270362854
149,599,0.8381087779998779,
150,603,0.836106538772583,
151,607,0.8341060876846313,
152,611,0.8321070671081543,
153,615,0.8301103115081787,
154,619,0.8281140923500061,
155,623,0.826119601726532,
156,627,0.8241263628005981,
157,631,0.8221347332000732,
158,635,0.8201451301574707,
159,639,0.8181561827659607,
160,643,0.8161683082580566,
161,647,0.8141826391220093,
162,651,0.8121993541717529,
163,655,0.8102185130119324,
164,659,0.8082383871078491,
165,663,0.8062599301338196,
166,667,0.8042829632759094,
167,671,0.8023080229759216,
168,675,0.8003345727920532,
169,679,0.7983620166778564,
170,683,0.7963923811912537,
171,687,0.7944249510765076,
172,691,0.7924587726593018,
173,695,0.7904949188232422,
174,699,,0.8260318040847778
174,699,0.7885320782661438,
175,703,0.786571204662323,
176,707,0.7846105694770813,
177,711,0.7826522588729858,
178,715,0.7806957960128784,
179,719,0.7787411212921143,
180,723,0.7767887711524963,
181,727,0.774838924407959,
182,731,0.7728909254074097,
183,735,0.7709445953369141,
184,739,0.7690006494522095,
185,743,0.7670587301254272,
186,747,0.7651185393333435,
187,751,0.7631804943084717,
188,755,0.7612443566322327,
189,759,0.7593092918395996,
190,763,0.7573755383491516,
191,767,0.7554423809051514,
192,771,0.7535117864608765,
