valid/loss,epoch,step,train/loss
1.1540910005569458,0,3,
1.1263614892959595,1,7,
1.099786639213562,2,11,
1.0743240118026733,3,15,
1.0499187707901,4,19,
1.0264968872070312,5,23,
1.003969430923462,6,27,
0.9822283387184143,7,31,
0.9611585140228271,8,35,
0.9406389594078064,9,39,
0.9205604791641235,10,43,
0.900829553604126,11,47,
0.8813830018043518,12,51,
0.8621823787689209,13,55,
0.8432052135467529,14,59,
0.8244306445121765,15,63,
0.8058499693870544,16,67,
0.7874519228935242,17,71,
0.7692363858222961,18,75,
0.7511904239654541,19,79,
0.7333193421363831,20,83,
0.7156320214271545,21,87,
0.698113203048706,22,91,
0.6807525753974915,23,95,
,24,99,0.6813012361526489
0.6635293364524841,24,99,
0.6464630365371704,25,103,
0.6295363306999207,26,107,
0.6127693057060242,27,111,
0.5961697697639465,28,115,
0.5797339677810669,29,119,
0.5634767413139343,30,123,
0.5474179983139038,31,127,
0.5315790772438049,32,131,
0.5159979462623596,33,135,
0.5006812810897827,34,139,
0.48566290736198425,35,143,
0.47094830870628357,36,147,
0.4565929174423218,37,151,
0.44269025325775146,38,155,
0.4293273687362671,39,159,
0.4165396988391876,40,163,
0.4043450951576233,41,167,
0.39271536469459534,42,171,
0.3816297650337219,43,175,
0.37116092443466187,44,179,
0.361255943775177,45,183,
0.35191866755485535,46,187,
0.3430698812007904,47,191,
0.3346553146839142,48,195,
,49,199,0.3151361048221588
0.32678040862083435,49,199,
0.31939420104026794,50,203,
0.31244009733200073,51,207,
0.3058977723121643,52,211,
0.2997829020023346,53,215,
0.2940482497215271,54,219,
0.2886852025985718,55,223,
0.2837216258049011,56,227,
0.27911415696144104,57,231,
0.27488282322883606,58,235,
0.2709713578224182,59,239,
0.26735442876815796,60,243,
0.26403263211250305,61,247,
0.26098835468292236,62,251,
0.2581673860549927,63,255,
0.2555963397026062,64,259,
0.25329381227493286,65,263,
0.25117769837379456,66,267,
0.24926939606666565,67,271,
0.2475568652153015,68,275,
0.24599401652812958,69,279,
0.24458345770835876,70,283,
0.2433265894651413,71,287,
0.2422102987766266,72,291,
0.24121291935443878,73,295,
,74,299,0.24232271313667297
0.24032483994960785,74,299,
0.2395469844341278,75,303,
0.23887225985527039,76,307,
0.23829060792922974,77,311,
0.2377752661705017,78,315,
0.23734310269355774,79,319,
0.2369643747806549,80,323,
0.2366401106119156,81,327,
0.23635448515415192,82,331,
0.2361091673374176,83,335,
0.23589707911014557,84,339,
0.23571091890335083,85,343,
0.2355443239212036,86,347,
0.2354045808315277,87,351,
0.23529629409313202,88,355,
0.23520614206790924,89,359,
0.2351299524307251,90,363,
0.23505927622318268,91,367,
0.2349952906370163,92,371,
0.23494841158390045,93,375,
0.2349110096693039,94,379,
0.23488344252109528,95,383,
0.23486214876174927,96,387,
0.23484116792678833,97,391,
0.2348296344280243,98,395,
,99,399,0.23653271794319153
0.23481632769107819,99,399,
0.23480147123336792,100,403,
0.23479141294956207,101,407,
0.2347840666770935,102,411,
0.23477298021316528,103,415,
0.2347577065229416,104,419,
0.23474480211734772,105,423,
0.23473435640335083,106,427,
0.23472552001476288,107,431,
0.23471489548683167,108,435,
0.23470667004585266,109,439,
0.23470266163349152,110,443,
0.23469755053520203,111,447,
0.23469486832618713,112,451,
0.2346973866224289,113,455,
0.23470458388328552,114,459,
0.234710231423378,115,463,
0.23471412062644958,116,467,
0.23470382392406464,117,471,
0.23469504714012146,118,475,
0.2346876561641693,119,479,
0.23467065393924713,120,483,
0.2346573770046234,121,487,
0.23464713990688324,122,491,
0.23463815450668335,123,495,
,124,499,0.23417353630065918
0.23463258147239685,124,499,
0.2346285879611969,125,503,
0.234619140625,126,507,
0.23461155593395233,127,511,
0.23460422456264496,128,515,
0.23459739983081818,129,519,
0.23458929359912872,130,523,
0.23457986116409302,131,527,
0.23457273840904236,132,531,
0.23456650972366333,133,535,
0.23456725478172302,134,539,
0.23456625640392303,135,543,
0.23456577956676483,136,547,
0.2345544844865799,137,551,
0.234541118144989,138,555,
0.23452802002429962,139,559,
0.23451656103134155,140,563,
0.234510600566864,141,567,
0.23450617492198944,142,571,
0.23450182378292084,143,575,
0.23449133336544037,144,579,
0.2344842404127121,145,583,
0.2344779521226883,146,587,
0.23447369039058685,147,591,
0.2344675064086914,148,595,
,149,599,0.23395812511444092
0.23446425795555115,149,599,
0.2344667762517929,150,603,
0.23447127640247345,151,607,
0.2344769537448883,152,611,
0.23448611795902252,153,615,
0.23447522521018982,154,619,
0.2344667762517929,155,623,
0.23445668816566467,156,627,
0.2344495803117752,157,631,
0.2344491332769394,158,635,
0.23443882167339325,159,639,
0.23442281782627106,160,643,
0.23441362380981445,161,647,
0.2344101518392563,162,651,
0.23441442847251892,163,655,
0.23440876603126526,164,659,
0.23439712822437286,165,663,
0.23438072204589844,166,667,
0.23437145352363586,167,671,
0.23436051607131958,168,675,
0.23434904217720032,169,679,
0.23434984683990479,170,683,
0.2343565821647644,171,687,
0.23435817658901215,172,691,
0.23436082899570465,173,695,
,174,699,0.23513926565647125
0.23435965180397034,174,699,
0.23435872793197632,175,703,
0.23434463143348694,176,707,
0.23433734476566315,177,711,
0.2343258112668991,178,715,
0.234315887093544,179,719,
0.2343091517686844,180,723,
0.23430860042572021,181,727,
0.23430806398391724,182,731,
0.23430638015270233,183,735,
0.23430900275707245,184,739,
0.23431509733200073,185,743,
0.23431387543678284,186,747,
0.23431530594825745,187,751,
0.23431463539600372,188,755,
0.23430049419403076,189,759,
0.2342781126499176,190,763,
0.23425298929214478,191,767,
