epoch,valid/loss,step,train/loss
0,0.48048532009124756,3,
1,0.3730219006538391,7,
2,0.32383960485458374,11,
3,0.3162645697593689,15,
4,0.2981669306755066,19,
5,0.28229010105133057,23,
6,0.27291885018348694,27,
7,0.2664988338947296,31,
8,0.2600786089897156,35,
9,0.2553349435329437,39,
10,0.25183001160621643,43,
11,0.24914351105690002,47,
12,0.24678954482078552,51,
13,0.24476927518844604,55,
14,0.24334056675434113,59,
15,0.2417849600315094,63,
16,0.24041301012039185,67,
17,0.23996621370315552,71,
18,0.23903432488441467,75,
19,0.23728835582733154,79,
20,0.2380651831626892,83,
21,0.23768052458763123,87,
22,0.23618562519550323,91,
23,0.23451600968837738,95,
24,,99,0.2430039793252945
24,0.2339501529932022,99,
25,0.23356963694095612,103,
26,0.23307523131370544,107,
27,0.23260557651519775,111,
28,0.2318830043077469,115,
29,0.23186808824539185,119,
30,0.2313600778579712,123,
31,0.23059192299842834,127,
32,0.23008614778518677,131,
33,0.22978167235851288,135,
34,0.23000600934028625,139,
35,0.22893160581588745,143,
36,0.22859187424182892,147,
37,0.22847354412078857,151,
38,0.22811199724674225,155,
39,0.22805938124656677,159,
40,0.2283410131931305,163,
41,0.228038489818573,167,
42,0.2273251861333847,171,
43,0.22710682451725006,175,
44,0.22683948278427124,179,
45,0.22642841935157776,183,
46,0.22632139921188354,187,
47,0.2260797917842865,191,
48,0.22615711390972137,195,
49,,199,0.22269640862941742
49,0.22583307325839996,199,
50,0.22537094354629517,203,
51,0.2261611521244049,207,
52,0.22496171295642853,211,
53,0.22486047446727753,215,
54,0.22518661618232727,219,
55,0.2243516594171524,223,
56,0.22418002784252167,227,
57,0.22412239015102386,231,
58,0.22378765046596527,235,
59,0.2234123945236206,239,
60,0.22381572425365448,243,
61,0.22305995225906372,247,
62,0.22278562188148499,251,
63,0.22339166700839996,255,
64,0.22238853573799133,259,
65,0.22228483855724335,263,
66,0.22236797213554382,267,
67,0.22169485688209534,271,
68,0.22163492441177368,275,
69,0.2220340222120285,279,
70,0.2216062992811203,283,
71,0.22138604521751404,287,
72,0.22094987332820892,291,
73,0.2203626036643982,295,
74,,299,0.2186155766248703
74,0.22066083550453186,299,
75,0.21996445953845978,303,
76,0.22047361731529236,307,
77,0.2202165722846985,311,
78,0.21981437504291534,315,
79,0.21921417117118835,319,
80,0.21913614869117737,323,
81,0.2193378508090973,327,
82,0.21890918910503387,331,
83,0.21852853894233704,335,
84,0.2186642438173294,339,
85,0.2181146740913391,343,
86,0.21936388313770294,347,
87,0.21867968142032623,351,
88,0.21808645129203796,355,
89,0.21755185723304749,359,
90,0.2175302654504776,363,
91,0.21815946698188782,367,
92,0.2181575894355774,371,
93,0.21721476316452026,375,
94,0.2171940803527832,379,
95,0.2166168987751007,383,
96,0.2177474945783615,387,
97,0.21678048372268677,391,
98,0.2164469212293625,395,
99,,399,0.21850621700286865
99,0.21646079421043396,399,
100,0.21574626863002777,403,
101,0.21545885503292084,407,
102,0.215298131108284,411,
103,0.21521620452404022,415,
104,0.21521127223968506,419,
105,0.21515539288520813,423,
106,0.2149161845445633,427,
107,0.21466059982776642,431,
108,0.21470239758491516,435,
109,0.21505671739578247,439,
110,0.2142765372991562,443,
111,0.2137550711631775,447,
112,0.21471689641475677,451,
113,0.21344482898712158,455,
114,0.21412964165210724,459,
115,0.2138758897781372,463,
116,0.21444788575172424,467,
117,0.21368253231048584,471,
118,0.21258574724197388,475,
119,0.21330668032169342,479,
120,0.21252202987670898,483,
121,0.21213583648204803,487,
122,0.2118874043226242,491,
123,0.2117496281862259,495,
124,,499,0.2103087157011032
124,0.21163325011730194,499,
125,0.21149557828903198,503,
126,0.21138495206832886,507,
127,0.2111293226480484,511,
128,0.2108752280473709,515,
129,0.21062594652175903,519,
130,0.21044908463954926,523,
131,0.21045389771461487,527,
132,0.2114807367324829,531,
133,0.20998936891555786,535,
134,0.21032734215259552,539,
135,0.20969338715076447,543,
136,0.20962907373905182,547,
137,0.20948860049247742,551,
138,0.2094608098268509,555,
139,0.20886892080307007,559,
140,0.20898295938968658,563,
141,0.2085692286491394,567,
142,0.20863372087478638,571,
143,0.2096649408340454,575,
144,0.20912308990955353,579,
145,0.21105319261550903,583,
146,0.20898613333702087,587,
147,0.20806770026683807,591,
148,0.2076539248228073,595,
149,,599,0.2020028531551361
