valid/loss,step,epoch,train/loss
0.5300313234329224,3,0,
0.27100175619125366,7,1,
0.24817639589309692,11,2,
0.24522726237773895,15,3,
0.24004273116588593,19,4,
0.2379838526248932,23,5,
0.23829275369644165,27,6,
0.2371636927127838,31,7,
0.2355143427848816,35,8,
0.2351396232843399,39,9,
0.23489397764205933,43,10,
0.23364169895648956,47,11,
0.2337304949760437,51,12,
0.23320536315441132,55,13,
0.23317568004131317,59,14,
0.23315687477588654,63,15,
0.23337322473526,67,16,
0.23322604596614838,71,17,
0.23334555327892303,75,18,
0.23322205245494843,79,19,
0.23424062132835388,83,20,
0.23457832634449005,87,21,
0.23380333185195923,91,22,
0.23393161594867706,95,23,
,99,24,0.23597317934036255
0.2337896227836609,99,24,
0.23374544084072113,103,25,
0.23378236591815948,107,26,
0.23419129848480225,111,27,
0.23403483629226685,115,28,
0.2336622178554535,119,29,
0.2337011694908142,123,30,
0.23396526277065277,127,31,
0.2332472950220108,131,32,
0.23344604671001434,135,33,
0.23328490555286407,139,34,
0.23349450528621674,143,35,
0.23345977067947388,147,36,
0.23369941115379333,151,37,
0.2334834635257721,155,38,
0.2338021844625473,159,39,
0.2336694747209549,163,40,
0.2334991693496704,167,41,
0.23424477875232697,171,42,
0.2335691601037979,175,43,
0.2332729697227478,179,44,
0.23329943418502808,183,45,
0.2339840829372406,187,46,
0.2350524514913559,191,47,
0.2345166653394699,195,48,
,199,49,0.22854137420654297
0.23339244723320007,199,49,
0.23331424593925476,203,50,
0.23419445753097534,207,51,
0.233210027217865,211,52,
0.23354950547218323,215,53,
0.23396044969558716,219,54,
0.23403973877429962,223,55,
0.23372133076190948,227,56,
0.2334376871585846,231,57,
0.2336966097354889,235,58,
0.23392239212989807,239,59,
0.23405994474887848,243,60,
0.23387281596660614,247,61,
0.23347005248069763,251,62,
0.2335757315158844,255,63,
0.23481471836566925,259,64,
0.23339515924453735,263,65,
0.23335354030132294,267,66,
0.23403272032737732,271,67,
0.23403505980968475,275,68,
0.23323267698287964,279,69,
0.23354148864746094,283,70,
0.23348183929920197,287,71,
0.2341344803571701,291,72,
0.23378640413284302,295,73,
,299,74,0.23098844289779663
0.23344776034355164,299,74,
0.2341190129518509,303,75,
0.2337283194065094,307,76,
0.23359961807727814,311,77,
0.23324637115001678,315,78,
0.23424607515335083,319,79,
0.23338979482650757,323,80,
0.23334047198295593,327,81,
0.23337291181087494,331,82,
0.23348015546798706,335,83,
0.23332692682743073,339,84,
0.2337343543767929,343,85,
0.23401595652103424,347,86,
0.23368322849273682,351,87,
0.23394712805747986,355,88,
0.2337900996208191,359,89,
0.23399807512760162,363,90,
0.23352372646331787,367,91,
0.23341292142868042,371,92,
0.2332170605659485,375,93,
0.23368637263774872,379,94,
0.23436255753040314,383,95,
0.23323611915111542,387,96,
0.23336374759674072,391,97,
0.2354784458875656,395,98,
,399,99,0.24335446953773499
0.23348502814769745,399,99,
0.2335062175989151,403,100,
0.2348783314228058,407,101,
0.2333323359489441,411,102,
0.23344260454177856,415,103,
0.23324072360992432,419,104,
0.23403875529766083,423,105,
0.23354250192642212,427,106,
0.23326151072978973,431,107,
0.23343996703624725,435,108,
0.23456129431724548,439,109,
0.2335573136806488,443,110,
0.23323039710521698,447,111,
0.23367314040660858,451,112,
0.23416343331336975,455,113,
0.23356316983699799,459,114,
0.2334173619747162,463,115,
0.23374086618423462,467,116,
0.23353338241577148,471,117,
0.23423905670642853,475,118,
0.2335767149925232,479,119,
0.23367756605148315,483,120,
0.23413856327533722,487,121,
0.23341530561447144,491,122,
0.23330265283584595,495,123,
,499,124,0.2321610152721405
0.23348478972911835,499,124,
0.233317032456398,503,125,
0.2332533597946167,507,126,
0.23390978574752808,511,127,
0.23340100049972534,515,128,
0.23306335508823395,519,129,
0.2332942932844162,523,130,
0.23327036201953888,527,131,
0.23406878113746643,531,132,
0.23400239646434784,535,133,
0.23418043553829193,539,134,
0.23394614458084106,543,135,
0.2333783358335495,547,136,
0.23308557271957397,551,137,
0.23345611989498138,555,138,
0.23355619609355927,559,139,
0.2332162708044052,563,140,
0.23362526297569275,567,141,
0.23387198150157928,571,142,
0.23368047177791595,575,143,
0.23394906520843506,579,144,
0.23359474539756775,583,145,
0.2337864637374878,587,146,
0.23367416858673096,591,147,
0.23325985670089722,595,148,
,599,149,0.2356238216161728
0.23342588543891907,599,149,
0.23375560343265533,603,150,
0.23368656635284424,607,151,
0.23346002399921417,611,152,
0.2340528815984726,615,153,
0.23346859216690063,619,154,
0.23365917801856995,623,155,
0.2337900549173355,627,156,
0.23363608121871948,631,157,
0.23365077376365662,635,158,
0.2332160621881485,639,159,
0.23326286673545837,643,160,
0.23369425535202026,647,161,
0.2337578386068344,651,162,
0.23327669501304626,655,163,
0.23345661163330078,659,164,
0.23375864326953888,663,165,
0.23348844051361084,667,166,
0.23397426307201385,671,167,
0.23330479860305786,675,168,
0.23299875855445862,679,169,
0.2336609959602356,683,170,
0.23343759775161743,687,171,
0.23338203132152557,691,172,
0.2334199845790863,695,173,
,699,174,0.2353096455335617
0.23379364609718323,699,174,
0.23356322944164276,703,175,
0.23333176970481873,707,176,
0.2336825579404831,711,177,
0.2335556149482727,715,178,
0.23370124399662018,719,179,
0.23397541046142578,723,180,
0.233454629778862,727,181,
0.23378199338912964,731,182,
0.23372362554073334,735,183,
0.2340836524963379,739,184,
0.23348426818847656,743,185,
0.23318080604076385,747,186,
0.23381374776363373,751,187,
0.23331491649150848,755,188,
0.2331017702817917,759,189,
0.23312196135520935,763,190,
0.23351505398750305,767,191,
0.2333875298500061,771,192,
0.23321187496185303,775,193,
0.23329144716262817,779,194,
0.23339611291885376,783,195,
0.2334490567445755,787,196,
0.2332211434841156,791,197,
0.23339760303497314,795,198,
,799,199,0.2374768853187561
0.23322907090187073,799,199,
0.2331358790397644,803,200,
0.23357656598091125,807,201,
0.23337382078170776,811,202,
0.23406833410263062,815,203,
0.23370561003684998,819,204,
0.2336065173149109,823,205,
0.23349376022815704,827,206,
0.23363864421844482,831,207,
0.2335362285375595,835,208,
0.2335222065448761,839,209,
0.2333771139383316,843,210,
