epoch,valid/loss,step,train/loss
0,0.6697245836257935,3,
1,0.6358147263526917,7,
2,0.540611743927002,11,
3,0.481440007686615,15,
4,0.458915114402771,19,
5,0.4339887499809265,23,
6,0.410844624042511,27,
7,0.3962007164955139,31,
8,0.37477588653564453,35,
9,0.3610202670097351,39,
10,0.354604572057724,43,
11,0.3382694125175476,47,
12,0.3320483863353729,51,
13,0.331068754196167,55,
14,0.31698042154312134,59,
15,0.32076454162597656,63,
16,0.32714924216270447,67,
17,0.3143300414085388,71,
18,0.3058832287788391,75,
19,0.3000824749469757,79,
20,0.29401034116744995,83,
21,0.2865694761276245,87,
22,0.2820529639720917,91,
23,0.27940696477890015,95,
24,,99,0.28621146082878113
24,0.2736895978450775,99,
25,0.27143776416778564,103,
26,0.2702658474445343,107,
27,0.26706114411354065,111,
28,0.2648572325706482,115,
29,0.26389947533607483,119,
30,0.26113006472587585,123,
31,0.2595908045768738,127,
32,0.2570970952510834,131,
33,0.25550752878189087,135,
34,0.2535705864429474,139,
35,0.2518366277217865,143,
36,0.25044354796409607,147,
37,0.24863693118095398,151,
38,0.2478446066379547,155,
39,0.24794310331344604,159,
40,0.24594345688819885,163,
41,0.24590067565441132,167,
42,0.24429187178611755,171,
43,0.24411331117153168,175,
44,0.2434418797492981,179,
45,0.24274541437625885,183,
46,0.24199697375297546,187,
47,0.24147824943065643,191,
48,0.24142791330814362,195,
49,,199,0.2408342808485031
49,0.24086421728134155,199,
50,0.2402527928352356,203,
51,0.23982661962509155,207,
52,0.23979753255844116,211,
53,0.23943471908569336,215,
54,0.24048557877540588,219,
55,0.23874305188655853,223,
56,0.23961898684501648,227,
57,0.239848330616951,231,
58,0.23885895311832428,235,
59,0.23882770538330078,239,
60,0.23846489191055298,243,
61,0.2383640855550766,247,
62,0.23841363191604614,251,
63,0.23871126770973206,255,
64,0.23850971460342407,259,
65,0.238010972738266,263,
66,0.23808422684669495,267,
67,0.23809510469436646,271,
68,0.2384636253118515,275,
69,0.23741281032562256,279,
70,0.23768043518066406,283,
71,0.2381916642189026,287,
72,0.2379617691040039,291,
73,0.23648019134998322,295,
74,,299,0.2337782382965088
74,0.2364422082901001,299,
75,0.2367202639579773,303,
76,0.2360859364271164,307,
77,0.2363906353712082,311,
78,0.23622821271419525,315,
79,0.23579619824886322,319,
80,0.2354324460029602,323,
81,0.23684950172901154,327,
82,0.2352372407913208,331,
83,0.2352771908044815,335,
84,0.23514650762081146,339,
85,0.2347906529903412,343,
86,0.23563022911548615,347,
87,0.23485791683197021,351,
88,0.23503489792346954,355,
89,0.23422075808048248,359,
90,0.23518666625022888,363,
91,0.23405635356903076,367,
92,0.2340036928653717,371,
93,0.23391251266002655,375,
94,0.23449674248695374,379,
95,0.23392213881015778,383,
96,0.233829066157341,387,
97,0.23397260904312134,391,
98,0.23368987441062927,395,
99,,399,0.2440023571252823
99,0.23320475220680237,399,
100,0.2341124415397644,403,
101,0.23333221673965454,407,
102,0.2332126498222351,411,
103,0.23297424614429474,415,
104,0.2334878146648407,419,
105,0.2329312264919281,423,
106,0.23267604410648346,427,
107,0.23331251740455627,431,
108,0.23258763551712036,435,
109,0.23351003229618073,439,
110,0.23269657790660858,443,
111,0.23246309161186218,447,
112,0.23370614647865295,451,
113,0.23257087171077728,455,
114,0.23227912187576294,459,
115,0.23257161676883698,463,
116,0.2321362942457199,467,
117,0.23233646154403687,471,
118,0.23210979998111725,475,
119,0.23207491636276245,479,
120,0.23204126954078674,483,
121,0.23215247690677643,487,
122,0.231729656457901,491,
123,0.2323356568813324,495,
124,,499,0.23245227336883545
124,0.23180580139160156,499,
125,0.23182958364486694,503,
126,0.23160310089588165,507,
127,0.2315259873867035,511,
128,0.2314678430557251,515,
129,0.23127351701259613,519,
130,0.23127390444278717,523,
131,0.23143503069877625,527,
132,0.23116926848888397,531,
133,0.23135371506214142,535,
134,0.231318861246109,539,
135,0.23116406798362732,543,
136,0.23121072351932526,547,
137,0.23092962801456451,551,
138,0.23112182319164276,555,
139,0.23095360398292542,559,
140,0.23084838688373566,563,
141,0.2312900871038437,567,
142,0.2308146357536316,571,
143,0.2307979166507721,575,
144,0.23080791532993317,579,
145,0.23107481002807617,583,
146,0.23064130544662476,587,
147,0.23085138201713562,591,
148,0.23066195845603943,595,
149,,599,0.22786498069763184
149,0.23075133562088013,599,
150,0.23068857192993164,603,
151,0.23062242567539215,607,
152,0.23080871999263763,611,
153,0.23079052567481995,615,
154,0.23058073222637177,619,
155,0.23095963895320892,623,
156,0.23068442940711975,627,
