epoch,train/loss,step,valid/loss
230,0.19379651546478271,921,
230,0.29289332032203674,923,
230,,923,0.22833719849586487
231,0.18591910600662231,925,
231,0.27939459681510925,927,
231,,927,0.22229792177677155
232,0.19304159283638,929,
232,0.22387251257896423,931,
232,,931,0.21949502825737
233,0.16016285121440887,933,
233,0.2538034915924072,935,
233,,935,0.2244940549135208
234,0.21547254920005798,937,
234,0.24692191183567047,939,
234,,939,0.22305452823638916
235,0.17108778655529022,941,
235,0.2737816870212555,943,
235,,943,0.21379518508911133
236,0.18286235630512238,945,
236,0.26776689291000366,947,
236,,947,0.23361101746559143
237,0.19054077565670013,949,
237,0.27147242426872253,951,
237,,951,0.21069388091564178
238,0.19424554705619812,953,
238,0.2170906513929367,955,
238,,955,0.23008382320404053
239,0.18162089586257935,957,
239,0.2752496302127838,959,
239,,959,0.2017844319343567
240,0.16724348068237305,961,
240,0.2860100567340851,963,
240,,963,0.24074341356754303
241,0.18644411861896515,965,
241,0.2621000409126282,967,
241,,967,0.19538022577762604
242,0.1835487186908722,969,
242,0.2567821741104126,971,
242,,971,0.23704755306243896
243,0.18139760196208954,973,
243,0.30864182114601135,975,
243,,975,0.19656802713871002
244,0.18012455105781555,977,
244,0.23089972138404846,979,
244,,979,0.23928113281726837
245,0.18435490131378174,981,
245,0.19193363189697266,983,
245,,983,0.18915188312530518
246,0.18034815788269043,985,
246,0.2373076230287552,987,
246,,987,0.24884136021137238
247,0.19420954585075378,989,
247,0.28927627205848694,991,
247,,991,0.1800490915775299
248,0.17683444917201996,993,
248,0.31760671734809875,995,
248,,995,0.255243182182312
249,0.180636927485466,997,
249,0.19177329540252686,999,
249,,999,0.1891697347164154
250,0.1746564358472824,1001,
250,0.18351240456104279,1003,
250,,1003,0.22980758547782898
251,0.17263324558734894,1005,
251,0.2332775741815567,1007,
251,,1007,0.19360914826393127
252,0.19113574922084808,1009,
252,0.23754234611988068,1011,
252,,1011,0.22697071731090546
253,0.1666892170906067,1013,
253,0.23463355004787445,1015,
253,,1015,0.1890813708305359
254,0.15424570441246033,1017,
254,0.2728462517261505,1019,
254,,1019,0.2410590797662735
255,0.2086421102285385,1021,
255,0.18112142384052277,1023,
255,,1023,0.17824241518974304
256,0.1592281311750412,1025,
256,0.23913581669330597,1027,
256,,1027,0.23942573368549347
257,0.18618884682655334,1029,
257,0.3069846034049988,1031,
257,,1031,0.19835145771503448
258,0.16315118968486786,1033,
258,0.26598647236824036,1035,
258,,1035,0.21416382491588593
259,0.18739557266235352,1037,
259,0.22154439985752106,1039,
259,,1039,0.1945773959159851
260,0.16996225714683533,1041,
260,0.20126302540302277,1043,
260,,1043,0.22611664235591888
261,0.18714618682861328,1045,
261,0.23894406855106354,1047,
261,,1047,0.19053015112876892
262,0.17904788255691528,1049,
262,0.18781165778636932,1051,
262,,1051,0.2196749895811081
263,0.17126432061195374,1053,
263,0.18639108538627625,1055,
263,,1055,0.18741092085838318
264,0.1635829657316208,1057,
264,0.22418633103370667,1059,
264,,1059,0.22020354866981506
265,0.16538037359714508,1061,
265,0.21945951879024506,1063,
265,,1063,0.1877336949110031
266,0.1748688817024231,1065,
266,0.2050873190164566,1067,
266,,1067,0.2139119654893875
267,0.17458273470401764,1069,
267,0.2509654462337494,1071,
267,,1071,0.1884896159172058
268,0.16028515994548798,1073,
268,0.21744133532047272,1075,
268,,1075,0.21500588953495026
269,0.15405942499637604,1077,
269,0.1661486029624939,1079,
269,,1079,0.18574093282222748
270,0.16974276304244995,1081,
270,0.19501686096191406,1083,
270,,1083,0.2128821760416031
271,0.1651429533958435,1085,
271,0.3725954294204712,1087,
271,,1087,0.18395879864692688
272,0.16779005527496338,1089,
272,0.2189953625202179,1091,
