epoch,step,train/loss,valid/loss
0,1,4.238907814025879,
0,3,41.98214340209961,
0,3,,3.2220354080200195
1,5,1.0071080923080444,
1,7,1.1219274997711182,
1,7,,1.048634648323059
2,9,0.9769985675811768,
2,11,0.9921993613243103,
2,11,,0.90744948387146
3,13,0.89988112449646,
3,15,0.8938090801239014,
3,15,,0.8934416770935059
4,17,0.8974413275718689,
4,19,0.886603057384491,
4,19,,0.8907716870307922
5,21,0.874957799911499,
5,23,0.8863452672958374,
5,23,,0.8842796087265015
6,25,0.8843400478363037,
6,27,0.8833453059196472,
6,27,,0.8807299733161926
7,29,0.8615700006484985,
7,31,0.8801191449165344,
7,31,,0.8800650238990784
8,33,0.8689895272254944,
8,35,0.8870750069618225,
8,35,,0.8766819834709167
9,37,0.8773072361946106,
9,39,0.8836268186569214,
9,39,,0.8747295141220093
10,41,0.8598758578300476,
10,43,0.8489061594009399,
10,43,,0.8825991749763489
11,45,0.8861414194107056,
11,47,0.8600897192955017,
11,47,,0.8705637454986572
12,49,0.8567029237747192,
12,51,0.8418828248977661,
12,51,,0.869673490524292
13,53,0.8595440983772278,
13,55,0.8525068759918213,
13,55,,0.8688867688179016
14,57,0.8944224715232849,
14,59,0.8263395428657532,
14,59,,0.8590751886367798
15,61,0.8450213074684143,
15,63,0.8248918652534485,
15,63,,0.8565505146980286
16,65,0.837615430355072,
16,67,0.8715820908546448,
16,67,,0.8694976568222046
17,69,0.8373365998268127,
17,71,0.8346817493438721,
17,71,,0.8363929986953735
18,73,0.8183955550193787,
18,75,0.8174540400505066,
18,75,,0.8596881031990051
19,77,0.7669994831085205,
19,79,0.7421573996543884,
19,79,,123.11666870117188
20,81,59.23919677734375,
20,83,0.813032865524292,
20,83,,1.4873765707015991
21,85,0.8719921112060547,
21,87,0.9394026398658752,
21,87,,0.8729081153869629
22,89,0.7044113874435425,
22,91,0.6579757928848267,
22,91,,0.8378238677978516
23,93,0.7199560403823853,
23,95,0.780190110206604,
23,95,,0.7034667730331421
24,97,1.2194786071777344,
24,99,1.473302960395813,
24,99,,0.7322676181793213
25,101,0.8196627497673035,
25,103,0.7754636406898499,
25,103,,0.8395126461982727
26,105,0.7815283536911011,
26,107,1.0138094425201416,
26,107,,0.8389828205108643
27,109,0.7251397967338562,
27,111,0.8658342957496643,
27,111,,0.8015962839126587
28,113,0.6930188536643982,
28,115,2.138265609741211,
28,115,,1.8937991857528687
29,117,1.1821770668029785,
29,119,0.7704131007194519,
29,119,,0.860826313495636
30,121,0.8530607223510742,
30,123,0.8090364336967468,
30,123,,0.7881048321723938
31,125,0.8774662017822266,
31,127,0.8462355136871338,
31,127,,0.7668560743331909
32,129,0.8143560886383057,
32,131,0.8527547717094421,
32,131,,0.8110482692718506
33,133,0.7522420883178711,
33,135,0.9686156511306763,
33,135,,1.0259957313537598
34,137,0.9302831292152405,
34,139,0.768484890460968,
34,139,,0.7991878986358643
35,141,0.820148766040802,
35,143,0.7691748142242432,
35,143,,0.7669856548309326
36,145,0.7568914890289307,
36,147,0.7430048584938049,
36,147,,0.7125115394592285
37,149,0.7382968068122864,
37,151,0.6944236755371094,
37,151,,0.743068516254425
38,153,0.7901395559310913,
38,155,0.6246918439865112,
38,155,,1.3139537572860718
39,157,2.6034586429595947,
39,159,1.3925039768218994,
39,159,,0.6480345129966736
40,161,0.8057054877281189,
40,163,0.9093356132507324,
40,163,,0.8560516834259033
41,165,0.7406684756278992,
41,167,0.8766814470291138,
41,167,,0.8948237895965576
42,169,0.783257246017456,
42,171,0.7048683166503906,
42,171,,0.6831191778182983
43,173,0.697581946849823,
43,175,0.6929194331169128,
43,175,,0.7329089641571045
44,177,0.7719915509223938,
44,179,0.6524160504341125,
44,179,,0.6618112325668335
45,181,0.6517415046691895,
45,183,0.6755845546722412,
45,183,,0.6391001343727112
46,185,0.7327684164047241,
46,187,0.8995662331581116,
46,187,,0.6906051635742188
47,189,0.8148868680000305,
47,191,0.6812683939933777,
47,191,,0.7749168276786804
48,193,0.6965711116790771,
48,195,0.7687877416610718,
48,195,,0.645516574382782
49,197,0.6477078795433044,
49,199,0.6023902297019958,
49,199,,0.7033026218414307
50,201,0.674077570438385,
50,203,0.5735706090927124,
50,203,,0.6289987564086914
51,205,0.6045620441436768,
51,207,0.6622516512870789,
51,207,,0.6032800674438477
52,209,0.7243727445602417,
52,211,0.6676771640777588,
52,211,,0.6158011555671692
53,213,0.6580283641815186,
53,215,0.772659420967102,
53,215,,0.7692781090736389
54,217,0.6594758629798889,
54,219,0.7868079543113708,
54,219,,0.6199824213981628
55,221,0.67625492811203,
55,223,0.5473986864089966,
55,223,,0.6382493376731873
56,225,0.6626287698745728,
56,227,0.5743297338485718,
56,227,,0.6998826861381531
57,229,0.6206586956977844,
57,231,0.6277146339416504,
57,231,,0.5758209824562073
58,233,0.7443034052848816,
58,235,0.7674520611763,
58,235,,0.5622636675834656
59,237,0.8068613409996033,
59,239,0.9480851292610168,
59,239,,0.781841516494751
60,241,0.5579203963279724,
60,243,1.1159465312957764,
60,243,,1.1103343963623047
61,245,0.9511691331863403,
61,247,0.6053615808486938,
61,247,,0.7179633975028992
62,249,0.7786000967025757,
62,251,0.6476664543151855,
62,251,,0.6164021492004395
63,253,0.6734939217567444,
63,255,0.5284016132354736,
63,255,,0.7596771717071533
64,257,0.8722651600837708,
64,259,0.550574779510498,
64,259,,0.5689831376075745
65,261,0.6215512752532959,
65,263,0.6111966967582703,
65,263,,0.5539749264717102
66,265,0.548949122428894,
66,267,0.6287125945091248,
66,267,,0.5986171960830688
67,269,0.5371133089065552,
67,271,0.963340163230896,
67,271,,0.6898718476295471
68,273,0.5384292006492615,
68,275,0.8573380708694458,
68,275,,0.7768226861953735
69,277,0.643720269203186,
69,279,0.5825881361961365,
69,279,,0.5565719604492188
70,281,0.5351901650428772,
70,283,0.4949532449245453,
70,283,,0.5091439485549927
71,285,0.5215445756912231,
71,287,0.5887401700019836,
71,287,,0.5671653151512146
72,289,0.503235936164856,
72,291,0.8290438652038574,
72,291,,0.6725524663925171
73,293,0.477419376373291,
73,295,0.7933288812637329,
73,295,,0.7860771417617798
74,297,0.676480233669281,
74,299,0.7583136558532715,
74,299,,0.9294120073318481
75,301,0.8932804465293884,
75,303,0.5849022269248962,
75,303,,0.6533279418945312
76,305,0.7858808040618896,
76,307,0.6288426518440247,
76,307,,0.5980013012886047
77,309,0.5999151468276978,
77,311,0.6916202306747437,
77,311,,0.6320719718933105
78,313,0.5478853583335876,
78,315,0.6571215391159058,
78,315,,0.6711509227752686
79,317,0.47911444306373596,
79,319,0.939070463180542,
79,319,,0.9088553786277771
80,321,0.678002119064331,
80,323,0.7759795188903809,
80,323,,0.8910773992538452
81,325,0.8885659575462341,
81,327,0.6126294136047363,
81,327,,0.5276662111282349
82,329,0.6542680859565735,
82,331,0.6104186177253723,
82,331,,0.5449863076210022
83,333,0.6029699444770813,
83,335,0.5699236392974854,
83,335,,0.5234836339950562
84,337,0.5068848133087158,
84,339,0.4670949876308441,
84,339,,0.5337023138999939
85,341,0.5624307990074158,
85,343,0.5539616346359253,
85,343,,0.48430588841438293
86,345,0.44812124967575073,
86,347,0.5122483372688293,
86,347,,0.48045599460601807
87,349,0.47222310304641724,
87,351,0.38866084814071655,
87,351,,0.4993930757045746
88,353,0.5086228251457214,
88,355,0.6498348116874695,
88,355,,0.7303968667984009
89,357,0.47499215602874756,
89,359,0.5992411375045776,
89,359,,0.46011146903038025
90,361,0.4691079258918762,
90,363,0.44224467873573303,
90,363,,0.49733656644821167
91,365,0.5160306692123413,
91,367,0.4450872242450714,
91,367,,0.516015887260437
92,369,0.4083537757396698,
92,371,0.621530294418335,
92,371,,0.4662569463253021
93,373,0.4905198812484741,
93,375,0.4042898118495941,
93,375,,0.46550101041793823
94,377,0.5011847019195557,
94,379,0.4473811686038971,
94,379,,0.5101905465126038
95,381,0.45045673847198486,
95,383,0.48013436794281006,
95,383,,0.44520100951194763
96,385,0.44498714804649353,
96,387,0.435261994600296,
96,387,,0.46976950764656067
97,389,0.49272313714027405,
97,391,0.4890074133872986,
97,391,,0.5084701180458069
98,393,0.44456183910369873,
98,395,0.39614519476890564,
98,395,,0.43567124009132385
99,397,0.45190712809562683,
99,399,0.47241273522377014,
99,399,,0.48000994324684143
100,401,0.512947678565979,
100,403,0.482361763715744,
100,403,,0.4899449944496155
101,405,0.43730592727661133,
101,407,0.480820894241333,
101,407,,0.4400549829006195
102,409,0.44938692450523376,
102,411,0.4294455051422119,
102,411,,0.456900954246521
103,413,0.52376788854599,
103,415,0.39420661330223083,
103,415,,0.4827570617198944
104,417,0.43710848689079285,
104,419,0.4751497805118561,
104,419,,0.438472718000412
105,421,0.4381226897239685,
105,423,0.3740994334220886,
105,423,,0.44683369994163513
106,425,0.5237823724746704,
106,427,0.37912923097610474,
106,427,,0.48903802037239075
107,429,0.4344574511051178,
107,431,0.5318964123725891,
107,431,,0.42337748408317566
108,433,0.44708681106567383,
108,435,0.40262043476104736,
108,435,,0.4083346426486969
109,437,0.42202454805374146,
109,439,0.3205096125602722,
109,439,,0.4509425461292267
110,441,0.4576799273490906,
110,443,0.4515167772769928,
110,443,,0.43600594997406006
111,445,0.4394226670265198,
111,447,0.460732638835907,
111,447,,0.4658831059932709
112,449,0.4291837215423584,
112,451,0.401307612657547,
112,451,,0.4010176956653595
113,453,0.40632539987564087,
113,455,0.38753291964530945,
113,455,,0.3833646774291992
114,457,0.3862610161304474,
114,459,0.4115246832370758,
114,459,,0.40916764736175537
115,461,0.41468167304992676,
115,463,0.3454482853412628,
115,463,,0.45378318428993225
116,465,0.4677238166332245,
116,467,0.3371719717979431,
116,467,,0.40736275911331177
117,469,0.39846956729888916,
117,471,0.4166680574417114,
117,471,,0.36902227997779846
118,473,0.34935757517814636,
118,475,0.4503531754016876,
118,475,,0.39295995235443115
119,477,0.5169562101364136,
119,479,0.4180503785610199,
119,479,,0.5048262476921082
120,481,0.6638177633285522,
120,483,0.3294094502925873,
120,483,,0.3589288592338562
121,485,0.38324102759361267,
121,487,0.5701245665550232,
121,487,,0.4613218605518341
122,489,0.3722967207431793,
122,491,0.5463882684707642,
122,491,,0.47578325867652893
123,493,0.36890387535095215,
123,495,1.3093088865280151,
123,495,,1.2255347967147827
124,497,0.6091727614402771,
124,499,0.4632411301136017,
124,499,,0.4230795204639435
125,501,0.35974299907684326,
125,503,0.40058785676956177,
125,503,,0.3540278375148773
126,505,0.4333696961402893,
126,507,0.35293397307395935,
126,507,,0.5123098492622375
127,509,0.6376885771751404,
127,511,0.3624827265739441,
127,511,,0.5383971929550171
128,513,0.8330998420715332,
128,515,0.4636809825897217,
128,515,,0.42306384444236755
129,517,0.487204372882843,
129,519,0.3884439170360565,
129,519,,0.4814940392971039
130,521,0.6274943947792053,
130,523,0.6724115014076233,
130,523,,0.5453689694404602
131,525,0.44837242364883423,
131,527,0.44928982853889465,
131,527,,0.38393262028694153
132,529,0.4492228627204895,
132,531,0.5019505620002747,
132,531,,0.41856685280799866
133,533,0.4600721597671509,
133,535,0.32009369134902954,
133,535,,0.3796834945678711
134,537,0.41627123951911926,
134,539,0.34403926134109497,
134,539,,0.3488248586654663
135,541,0.41930848360061646,
135,543,0.45596298575401306,
135,543,,0.4666469097137451
136,545,0.55096435546875,
136,547,0.40053340792655945,
136,547,,0.3944915533065796
137,549,0.4665253162384033,
137,551,0.5062779188156128,
137,551,,0.4821259677410126
138,553,0.4157528877258301,
138,555,0.4086790978908539,
138,555,,0.3887389898300171
