valid/loss,epoch,step,train/loss
0.006452539004385471,191,767,
0.0061840517446398735,192,771,
0.006492489483207464,193,775,
0.005961854476481676,194,779,
0.00530380941927433,195,783,
0.005543464794754982,196,787,
0.0062184762209653854,197,791,
0.006051975302398205,198,795,
,199,799,0.0024132714606821537
0.00592785282060504,199,799,
0.005978473927825689,200,803,
0.0061474512331187725,201,807,
0.005231115967035294,202,811,
0.005738324951380491,203,815,
0.005550482776015997,204,819,
0.005125879775732756,205,823,
0.005570000037550926,206,827,
0.005965175572782755,207,831,
0.005710509605705738,208,835,
0.00586778623983264,209,839,
0.00512701878324151,210,843,
0.005417864769697189,211,847,
0.00541631318628788,212,851,
0.006293681915849447,213,855,
0.004712982103228569,214,859,
0.00511406222358346,215,863,
0.0049003069289028645,216,867,
0.005011309403926134,217,871,
0.004656589590013027,218,875,
