valid/loss,epoch,step,train/loss
2.108125925064087,0,3,
0.3252383768558502,1,7,
0.269225537776947,2,11,
0.24606215953826904,3,15,
0.23059314489364624,4,19,
0.22921237349510193,5,23,
0.24725371599197388,6,27,
0.23901185393333435,7,31,
0.22986525297164917,8,35,
0.2294645756483078,9,39,
0.22453716397285461,10,43,
0.22381609678268433,11,47,
0.2227374017238617,12,51,
0.22163300216197968,13,55,
0.22450289130210876,14,59,
0.22007837891578674,15,63,
0.21718402206897736,16,67,
0.212723046541214,17,71,
0.20781821012496948,18,75,
0.20259588956832886,19,79,
0.19573956727981567,20,83,
0.19340306520462036,21,87,
0.18544352054595947,22,91,
0.17938333749771118,23,95,
,24,99,0.17061464488506317
0.1789376139640808,24,99,
0.17137661576271057,25,103,
0.16716761887073517,26,107,
0.159882053732872,27,111,
0.15413546562194824,28,115,
0.14895226061344147,29,119,
0.14703059196472168,30,123,
0.1355270892381668,31,127,
0.1276043951511383,32,131,
0.11937734484672546,33,135,
0.11513002216815948,34,139,
0.10621411353349686,35,143,
0.10285735875368118,36,147,
0.08894453942775726,37,151,
0.08609529584646225,38,155,
0.07336514443159103,39,159,
0.06307298690080643,40,163,
0.05696295574307442,41,167,
0.04962600767612457,42,171,
0.04501594230532646,43,175,
0.042303234338760376,44,179,
0.03898769989609718,45,183,
0.038281433284282684,46,187,
0.03638113662600517,47,191,
0.03466121852397919,48,195,
,49,199,0.03107289783656597
0.03272729739546776,49,199,
0.03085498884320259,50,203,
0.02884160727262497,51,207,
0.027893899008631706,52,211,
0.026716995984315872,53,215,
0.0246787890791893,54,219,
0.031531501561403275,55,223,
0.023402994498610497,56,227,
0.02279893308877945,57,231,
0.02129139006137848,58,235,
0.02095673233270645,59,239,
0.017898600548505783,60,243,
0.017669163644313812,61,247,
0.016923006623983383,62,251,
0.017775725573301315,63,255,
0.020409155637025833,64,259,
0.015758099034428596,65,263,
0.015454351902008057,66,267,
0.013500280678272247,67,271,
0.013443350791931152,68,275,
0.013081666082143784,69,279,
0.013196254149079323,70,283,
0.015834178775548935,71,287,
0.013273904100060463,72,291,
0.01617121323943138,73,295,
,74,299,0.013765291310846806
0.013215262442827225,74,299,
0.01632162556052208,75,303,
0.012286663055419922,76,307,
0.013459734618663788,77,311,
0.011265755631029606,78,315,
0.01267629861831665,79,319,
0.010992083698511124,80,323,
0.013026016764342785,81,327,
0.010303142480552197,82,331,
0.011013985611498356,83,335,
0.009493187069892883,84,339,
0.009443954564630985,85,343,
0.009350549429655075,86,347,
0.019789889454841614,87,351,
0.02257833257317543,88,355,
0.03482019528746605,89,359,
0.020854657515883446,90,363,
0.01743328757584095,91,367,
0.01824226602911949,92,371,
0.01401328295469284,93,375,
0.01215034443885088,94,379,
0.012774001806974411,95,383,
0.012842869386076927,96,387,
0.014646229334175587,97,391,
0.011771952733397484,98,395,
,99,399,0.016543835401535034
0.010996712371706963,99,399,
0.011964677833020687,100,403,
0.010867943987250328,101,407,
0.010656915605068207,102,411,
0.009652657434344292,103,415,
0.008587432093918324,104,419,
0.007829898037016392,105,423,
0.007755760103464127,106,427,
0.008169413544237614,107,431,
0.007570590823888779,108,435,
0.007557237055152655,109,439,
0.00750316958874464,110,443,
0.00721375085413456,111,447,
0.025561142712831497,112,451,
0.028568241745233536,113,455,
0.01562897488474846,114,459,
0.018149089068174362,115,463,
0.01233152486383915,116,467,
0.011255305260419846,117,471,
0.01814759522676468,118,475,
0.009387034922838211,119,479,
0.010069448500871658,120,483,
0.00810228195041418,121,487,
0.009295262396335602,122,491,
0.00811527669429779,123,495,
,124,499,0.008172563277184963
0.00832324381917715,124,499,
0.007435215637087822,125,503,
0.007384968921542168,126,507,
0.007129049394279718,127,511,
0.0070412252098321915,128,515,
0.00716738123446703,129,519,
0.0069439951330423355,130,523,
0.01698622666299343,131,527,
0.021214092150330544,132,531,
0.017061477527022362,133,535,
0.020399343222379684,134,539,
0.04172690212726593,135,543,
0.016523342579603195,136,547,
0.018032923340797424,137,551,
0.012976804748177528,138,555,
0.011677057482302189,139,559,
0.011108597740530968,140,563,
0.010896873660385609,141,567,
0.010457916185259819,142,571,
0.00883509125560522,143,575,
0.008681689389050007,144,579,
0.008331377059221268,145,583,
0.00783153623342514,146,587,
0.008567451499402523,147,591,
0.008347180671989918,148,595,
,149,599,0.007420639041811228
0.007305387407541275,149,599,
0.007674665655940771,150,603,
0.007451224140822887,151,607,
0.007385923061519861,152,611,
0.006971139460802078,153,615,
0.006854393053799868,154,619,
0.006793626118451357,155,623,
0.008558266796171665,156,627,
0.009823917411267757,157,631,
0.009160532616078854,158,635,
0.010155713185667992,159,639,
0.010929157957434654,160,643,
0.009687395766377449,161,647,
0.00990982260555029,162,651,
0.00788761954754591,163,655,
0.006959286984056234,164,659,
0.006535050924867392,165,663,
0.006454834248870611,166,667,
0.006499485578387976,167,671,
0.00596656696870923,168,675,
0.00583969010040164,169,679,
0.006078144535422325,170,683,
0.006166060455143452,171,687,
0.005512801930308342,172,691,
0.006989983841776848,173,695,
,174,699,0.004937481600791216
0.007330877240747213,174,699,
0.006686527281999588,175,703,
0.006174242123961449,176,707,
0.00799319613724947,177,711,
0.0144036915153265,178,715,
0.009097662754356861,179,719,
0.008631299249827862,180,723,
0.008483165875077248,181,727,
0.008073604665696621,182,731,
0.006631188560277224,183,735,
0.00867129024118185,184,739,
0.00900332722812891,185,743,
0.007902668789029121,186,747,
0.006301972083747387,187,751,
0.00681574922055006,188,755,
0.007207010872662067,189,759,
0.006446828134357929,190,763,
