epoch,valid/loss,step,train/loss
0,0.7363793849945068,3,
1,0.5187404751777649,7,
2,0.47656193375587463,11,
3,0.4606781303882599,15,
4,0.4369466006755829,19,
5,0.41073939204216003,23,
6,0.3931821584701538,27,
7,0.3761838674545288,31,
8,0.36436471343040466,35,
9,0.3492632210254669,39,
10,0.3392763137817383,43,
11,0.32605135440826416,47,
12,0.318840891122818,51,
13,0.3069186508655548,55,
14,0.29965800046920776,59,
15,0.2922247350215912,63,
16,0.2861759066581726,67,
17,0.27993422746658325,71,
18,0.2767804265022278,75,
19,0.27092444896698,79,
20,0.26651331782341003,83,
21,0.26126301288604736,87,
22,0.25716665387153625,91,
23,0.2537578344345093,95,
24,,99,0.26226890087127686
24,0.2529551088809967,99,
25,0.2492227405309677,103,
26,0.24846692383289337,107,
27,0.24602751433849335,111,
28,0.24431701004505157,115,
29,0.24191398918628693,119,
30,0.24379125237464905,123,
31,0.24137826263904572,127,
32,0.24175237119197845,131,
33,0.24003739655017853,135,
34,0.2391248196363449,139,
35,0.23752126097679138,143,
36,0.23690518736839294,147,
37,0.23638339340686798,151,
38,0.23689958453178406,155,
39,0.236699640750885,159,
40,0.23466995358467102,163,
41,0.23418456315994263,167,
42,0.2339770346879959,171,
43,0.2359279990196228,175,
44,0.23650462925434113,179,
45,0.2342175990343094,183,
46,0.23576956987380981,187,
47,0.2324475347995758,191,
48,0.23229366540908813,195,
49,,199,0.23099756240844727
49,0.23322336375713348,199,
50,0.23299911618232727,203,
51,0.23198005557060242,207,
52,0.2315920889377594,211,
53,0.23104581236839294,215,
54,0.23395699262619019,219,
55,0.23152275383472443,223,
56,0.23487047851085663,227,
57,0.23276348412036896,231,
58,0.23045729100704193,235,
59,0.23076920211315155,239,
60,0.232403963804245,243,
61,0.23024806380271912,247,
62,0.2305162250995636,251,
63,0.23512239754199982,255,
64,0.22990505397319794,259,
65,0.23553889989852905,263,
66,0.2321580946445465,267,
67,0.22950626909732819,271,
68,0.23076997697353363,275,
69,0.22924268245697021,279,
70,0.2292981594800949,283,
71,0.23156151175498962,287,
72,0.22864952683448792,291,
73,0.23005689680576324,295,
74,,299,0.22603803873062134
74,0.2314922958612442,299,
75,0.22974622249603271,303,
76,0.23000994324684143,307,
77,0.22995644807815552,311,
78,0.2312263548374176,315,
79,0.2293303906917572,319,
80,0.23102548718452454,323,
81,0.22998328506946564,327,
82,0.2305355668067932,331,
83,0.2280709594488144,335,
84,0.22839432954788208,339,
85,0.2279205173254013,343,
86,0.2292468249797821,347,
87,0.22763244807720184,351,
88,0.22859039902687073,355,
89,0.22977857291698456,359,
90,0.22781479358673096,363,
91,0.2293412983417511,367,
92,0.2285209596157074,371,
93,0.2309497445821762,375,
94,0.2271692156791687,379,
95,0.2281402051448822,383,
96,0.22843322157859802,387,
97,0.2282140851020813,391,
98,0.22723285853862762,395,
99,,399,0.23352587223052979
99,0.2281937450170517,399,
100,0.22670212388038635,403,
101,0.22673150897026062,407,
102,0.22837163507938385,411,
103,0.2268446385860443,415,
104,0.22773510217666626,419,
105,0.22650651633739471,423,
106,0.22633427381515503,427,
107,0.22719083726406097,431,
108,0.22736583650112152,435,
109,0.23164290189743042,439,
110,0.22759385406970978,443,
111,0.22785373032093048,447,
112,0.22723956406116486,451,
113,0.22671890258789062,455,
114,0.22618035972118378,459,
115,0.22641511261463165,463,
116,0.22671011090278625,467,
117,0.22621220350265503,471,
118,0.22712507843971252,475,
119,0.22606350481510162,479,
120,0.22624869644641876,483,
121,0.22595149278640747,487,
