train/loss,step,epoch,valid/loss
0.8618263006210327,1,0,
0.8816940188407898,3,0,
,3,0,0.8800985813140869
0.8644681572914124,5,1,
0.8685295581817627,7,1,
,7,1,0.8798575401306152
0.8571446537971497,9,2,
0.8888038992881775,11,2,
,11,2,0.8796002864837646
0.8635722994804382,13,3,
0.8571826219558716,15,3,
,15,3,0.879361093044281
0.8651565909385681,17,4,
0.8789501190185547,19,4,
,19,4,0.8791329264640808
0.864518940448761,21,5,
0.8729214072227478,23,5,
,23,5,0.8789003491401672
0.867567777633667,25,6,
0.8735558390617371,27,6,
,27,6,0.8786855936050415
0.8583114743232727,29,7,
0.8719537854194641,31,7,
,31,7,0.8784465193748474
0.8655548691749573,33,8,
0.867536187171936,35,8,
,35,8,0.8781937956809998
0.870586633682251,37,9,
0.8689707517623901,39,9,
,39,9,0.8779395222663879
0.8615405559539795,41,10,
0.8537737131118774,43,10,
,43,10,0.8777322173118591
0.8623766899108887,45,11,
0.8661441802978516,47,11,
,47,11,0.877560555934906
0.8573574423789978,49,12,
0.8553473353385925,51,12,
,51,12,0.877357542514801
0.8598345518112183,53,13,
0.8730696439743042,55,13,
,55,13,0.8770992755889893
0.8655980825424194,57,14,
0.8480868339538574,59,14,
,59,14,0.8768848180770874
0.8605648875236511,61,15,
0.8402407765388489,63,15,
,63,15,0.8766840100288391
0.8570936322212219,65,16,
0.8841607570648193,67,16,
,67,16,0.8764235973358154
0.8635874390602112,69,17,
0.8545351028442383,71,17,
,71,17,0.8761744499206543
0.8485985398292542,73,18,
0.8622593283653259,75,18,
,75,18,0.8759365677833557
0.8628079295158386,77,19,
0.8585836887359619,79,19,
,79,19,0.8757168054580688
0.8723356127738953,81,20,
0.8578765988349915,83,20,
,83,20,0.8754574060440063
0.8576100468635559,85,21,
0.8706039786338806,87,21,
,87,21,0.8751607537269592
0.8553885817527771,89,22,
0.8830371499061584,91,22,
,91,22,0.8749120831489563
0.8648738861083984,93,23,
0.8731412887573242,95,23,
,95,23,0.8746581077575684
0.8614367842674255,97,24,
0.8497157096862793,99,24,
,99,24,0.8744094967842102
0.8613885045051575,101,25,
0.8799796104431152,103,25,
,103,25,0.8740766644477844
0.8575606942176819,105,26,
0.8497404456138611,107,26,
,107,26,0.8736910223960876
0.8632407188415527,109,27,
0.8866280913352966,111,27,
,111,27,0.8734172582626343
0.8691110610961914,113,28,
0.863258957862854,115,28,
,115,28,0.8731563091278076
0.8561955690383911,117,29,
0.8612200021743774,119,29,
,119,29,0.8728620409965515
0.8646906018257141,121,30,
0.8859074115753174,123,30,
,123,30,0.872571587562561
0.8682693243026733,125,31,
0.8407471179962158,127,31,
,127,31,0.8722469806671143
0.8523021936416626,129,32,
0.8447282314300537,131,32,
,131,32,0.8719270825386047
0.8573177456855774,133,33,
0.8577202558517456,135,33,
,135,33,0.871599018573761
0.8552287817001343,137,34,
0.8597053289413452,139,34,
,139,34,0.8712664842605591
0.8688769936561584,141,35,
0.8640791177749634,143,35,
,143,35,0.8709871768951416
0.8634245991706848,145,36,
0.8354554772377014,147,36,
,147,36,0.8706645369529724
0.8549101948738098,149,37,
0.8286933898925781,151,37,
,151,37,0.870344340801239
0.8469263315200806,153,38,
0.8703331351280212,155,38,
,155,38,0.8700093626976013
0.8521357178688049,157,39,
0.8570035099983215,159,39,
,159,39,0.8696176409721375
0.8598554730415344,161,40,
0.8484983444213867,163,40,
,163,40,0.8690227270126343
0.8507317304611206,165,41,
0.8657307028770447,167,41,
,167,41,0.8684218525886536
0.8472599387168884,169,42,
0.8474882245063782,171,42,
,171,42,0.8678126335144043
0.8590506911277771,173,43,
0.8571414351463318,175,43,
,175,43,0.8673246502876282
0.8568260669708252,177,44,
0.8529353141784668,179,44,
,179,44,0.8664888739585876
0.8539348840713501,181,45,
0.8183567523956299,183,45,
,183,45,0.8655335903167725
0.852665364742279,185,46,
0.8710946440696716,187,46,
,187,46,0.8646063208580017
0.8462865948677063,189,47,
0.8501091003417969,191,47,
,191,47,0.8637359142303467
0.851076602935791,193,48,
0.8555893301963806,195,48,
,195,48,0.863040566444397
0.8572602868080139,197,49,
0.8531171083450317,199,49,
,199,49,0.8619962930679321
0.8564791679382324,201,50,
0.8493315577507019,203,50,
,203,50,0.8602940440177917
0.8461416363716125,205,51,
0.8510979413986206,207,51,
,207,51,0.8586509823799133
0.8411840796470642,209,52,
0.8455623388290405,211,52,
,211,52,0.8571831583976746
0.8413545489311218,213,53,
0.8509802222251892,215,53,
,215,53,0.8551162481307983
0.8425493836402893,217,54,
0.8291314244270325,219,54,
,219,54,0.8519340753555298
0.8334764838218689,221,55,
0.8475716710090637,223,55,
,223,55,0.8479329943656921
0.8301846385002136,225,56,
0.840097188949585,227,56,
,227,56,0.8420169353485107
0.8242219090461731,229,57,
0.7992882132530212,231,57,
,231,57,0.8323343396186829
0.8122159838676453,233,58,
0.8259386420249939,235,58,
,235,58,0.8126512169837952
0.791907012462616,237,59,
0.7778302431106567,239,59,
,239,59,0.7569859027862549
0.7191511392593384,241,60,
0.5611924529075623,243,60,
,243,60,0.7916408777236938
0.8713300824165344,245,61,
0.9973260164260864,247,61,
,247,61,1.1626942157745361
0.965192437171936,249,62,
0.8085935711860657,251,62,
,251,62,0.7821099162101746
0.5987644195556641,253,63,
0.4042121171951294,255,63,
,255,63,0.4680207371711731
0.5230072736740112,257,64,
0.5614336729049683,259,64,
,259,64,0.4762119948863983
0.45211294293403625,261,65,
0.4946225881576538,263,65,
,263,65,0.4769625961780548
