train/loss,epoch,step,valid/loss
0.4742787778377533,0,0,
0.24755582213401794,0,1,
2.8251900672912598,0,2,
0.3396849036216736,0,3,
,0,3,0.29789865016937256
0.2945030629634857,1,4,
0.47292670607566833,1,5,
0.4207572638988495,1,6,
0.36423319578170776,1,7,
,1,7,0.24651414155960083
0.24681080877780914,2,8,
0.4003191292285919,2,9,
0.6098634600639343,2,10,
0.305840402841568,2,11,
,2,11,0.26169553399086
0.26098617911338806,3,12,
0.3281532824039459,3,13,
0.28881537914276123,3,14,
0.3787969946861267,3,15,
,3,15,0.36275455355644226
0.3592461049556732,4,16,
0.26990464329719543,4,17,
0.30103349685668945,4,18,
0.3361397981643677,4,19,
,4,19,0.2754320204257965
0.2727799117565155,5,20,
0.2688635289669037,5,21,
0.29387250542640686,5,22,
0.2702766954898834,5,23,
,5,23,0.23800282180309296
0.23636727035045624,6,24,
0.2779380679130554,6,25,
0.2628041207790375,6,26,
0.25871461629867554,6,27,
,6,27,0.26569226384162903
0.26909753680229187,7,28,
0.2584555447101593,7,29,
0.25159162282943726,7,30,
0.24695497751235962,7,31,
,7,31,0.2540750205516815
0.2529791295528412,8,32,
0.23919062316417694,8,33,
0.25375932455062866,8,34,
0.24578095972537994,8,35,
,8,35,0.24220743775367737
0.24035239219665527,9,36,
0.24393706023693085,9,37,
0.23689502477645874,9,38,
0.2445235550403595,9,39,
,9,39,0.23944061994552612
0.24043302237987518,10,40,
0.23893693089485168,10,41,
0.23992657661437988,10,42,
0.23409558832645416,10,43,
,10,43,0.24001964926719666
0.24156546592712402,11,44,
0.23858322203159332,11,45,
0.2376902848482132,11,46,
0.2434295266866684,11,47,
,11,47,0.23874586820602417
0.23564790189266205,12,48,
0.23724614083766937,12,49,
0.23605994880199432,12,50,
0.24125714600086212,12,51,
,12,51,0.23643073439598083
0.23699013888835907,13,52,
0.23829905688762665,13,53,
0.23965084552764893,13,54,
0.24194595217704773,13,55,
,13,55,0.2351544350385666
0.23504535853862762,14,56,
0.23531225323677063,14,57,
0.2372584044933319,14,58,
0.23511157929897308,14,59,
,14,59,0.2378838211297989
0.2390783131122589,15,60,
0.23498085141181946,15,61,
0.23325222730636597,15,62,
0.23888163268566132,15,63,
,15,63,0.23314917087554932
0.23319892585277557,16,64,
0.23495708405971527,16,65,
0.23592965304851532,16,66,
0.23519113659858704,16,67,
,16,67,0.23492270708084106
0.23642069101333618,17,68,
0.23472200334072113,17,69,
0.2326190024614334,17,70,
0.2359459400177002,17,71,
,17,71,0.2334766983985901
0.23307272791862488,18,72,
0.23291617631912231,18,73,
0.23489539325237274,18,74,
0.23527958989143372,18,75,
,18,75,0.23469026386737823
0.2336181104183197,19,76,
0.23359298706054688,19,77,
0.23307575285434723,19,78,
0.23367434740066528,19,79,
,19,79,0.2325960099697113
0.2332378476858139,20,80,
0.23755885660648346,20,81,
0.23064568638801575,20,82,
0.23459288477897644,20,83,
,20,83,0.23776431381702423
0.23527850210666656,21,84,
0.23592542111873627,21,85,
0.2311531901359558,21,86,
0.23518505692481995,21,87,
,21,87,0.23342330753803253
0.23262210190296173,22,88,
0.23522831499576569,22,89,
0.23076605796813965,22,90,
0.23278824985027313,22,91,
,22,91,0.23812827467918396
0.2356323003768921,23,92,
0.2325286567211151,23,93,
0.23226408660411835,23,94,
0.22838357090950012,23,95,
,23,95,0.2337152361869812
0.23458515107631683,24,96,
0.2346840649843216,24,97,
0.2302626520395279,24,98,
0.23450101912021637,24,99,
,24,99,0.2327055037021637
0.23205359280109406,25,100,
0.23095197975635529,25,101,
0.23303212225437164,25,102,
0.22365637123584747,25,103,
,25,103,0.2300317883491516
